500 3.3e-08
500 2.6e-08
500 1.9e-08
500 1.9e-08
500 1.8e-08
500 1.8e-08
500 1.9e-08
500 1.9e-08
500 2.3e-08
500 1.9e-08
500 1.9e-08
500 1.9e-08
500 1.8e-08
500 1.9e-08
500 1.9e-08
500 1.8e-08
500 1.8e-08
500 1.8e-08
500 1.9e-08
500 1.8e-08
500 1.8e-08
500 1.9e-08
500 1.9e-08
500 1.7e-08
500 1.9e-08
500 1.8e-08
500 1.8e-08
500 1.9e-08
500 1.9e-08
500 1.8e-08
500 1.8e-08
500 1.7e-08
500 1.9e-08
500 1.8e-08
500 1.9e-08
500 1.9e-08
500 1.9e-08
500 1.9e-08
500 2e-08
500 1.8e-08
500 1.8e-08
500 1.9e-08
500 1.9e-08
500 1.8e-08
500 1.8e-08
500 1.8e-08
500 1.8e-08
500 1.8e-08
500 2e-08
500 2e-08
500 1.8e-08
500 1.9e-08
500 1.8e-08
500 1.8e-08
500 1.9e-08
500 1.8e-08
500 1.8e-08
500 1.9e-08
500 1.9e-08
500 1.8e-08
500 1.8e-08
500 1.8e-08
500 1.9e-08
500 1.9e-08
500 1.8e-08
500 1.8e-08
500 1.9e-08
500 1.9e-08
500 1.8e-08
500 1.8e-08
500 1.9e-08
500 1.8e-08
500 1.8e-08
500 1.8e-08
500 1.8e-08
500 1.8e-08
500 1.9e-08
500 1.9e-08
500 1.9e-08
500 1.9e-08
500 1.8e-08
500 1.9e-08
500 1.8e-08
500 1.8e-08
500 1.8e-08
500 1.8e-08
500 1.8e-08
500 1.9e-08
500 1.8e-08
500 1.8e-08
500 1.8e-08
500 1.8e-08
500 1.8e-08
500 1.8e-08
500 1.9e-08
500 1.8e-08
500 1.9e-08
500 1.8e-08
500 1.8e-08
500 1.9e-08
